name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Amsterdam, Noord-Holland, Nederland",2010-07-15,21.1,15.2,18.5,21.1,15.2,18.5,13.2,72.2,0.821,100,8.33,rain,0,0,58.3,39,203.5,1009,64.6,26.9,309.7,26.9,8,,2010-07-15T05:36:11,2010-07-15T21:55:42,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-16,21.6,16,18.7,21.6,16,18.7,12.4,67.3,0.802,100,12.5,rain,0,0,49.4,33.2,198.2,1012.7,68.3,29.8,233.1,20.1,6,,2010-07-16T05:37:25,2010-07-16T21:54:38,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-17,19.3,15,17.2,19.3,15,17.2,12.5,74.7,0.786,100,4.17,rain,0,0,46.5,33.2,228.7,1018.5,50.8,23.1,271.1,23.4,8,,2010-07-17T05:38:41,2010-07-17T21:53:31,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-18,21.9,11.9,17.4,21.9,11.9,17.4,11.9,72.1,0,0,0,,0,0,39.6,20.6,227.1,1026.1,16.7,21.7,321.2,27.5,9,,2010-07-18T05:39:59,2010-07-18T21:52:22,0.25,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-19,25.1,13.6,20,25.1,13.6,20,12.6,64.8,0,0,0,,0,0,26.2,15.8,224.8,1023,10.7,25.8,312.4,26.8,9,,2010-07-19T05:41:18,2010-07-19T21:51:10,0.27,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-20,29,16.1,22.7,28.6,16.1,22.7,14.7,62.9,0,0,0,,0,0,30.2,16.8,127.3,1014,59.6,23.8,234.7,20.3,7,,2010-07-20T05:42:39,2010-07-20T21:49:55,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-21,23.9,19.8,21.8,23.9,19.8,21.8,14.8,65,0,0,0,,0,0,28.4,20.2,188.4,1006.9,74.1,32.6,181.8,15.7,6,,2010-07-21T05:44:01,2010-07-21T21:48:38,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-22,22.4,15,18.5,22.4,15,18.5,13.5,73.5,0.123,100,4.17,rain,0,0,39.6,22.7,237.4,1012.4,54.8,28.4,151.3,13.1,4,,2010-07-22T05:45:24,2010-07-22T21:47:19,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-23,21.7,11.7,17.1,21.7,11.7,17.1,13,78.1,0.134,100,4.17,rain,0,0,30.8,23,305.6,1017.7,33.9,24.1,284.4,24.6,8,,2010-07-23T05:46:49,2010-07-23T21:45:57,0.41,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-24,18.8,13,16.2,18.8,13,16.2,9.5,65.9,0.088,100,8.33,rain,0,0,35,19.9,316.9,1021.9,45.4,32,331.2,28.6,9,,2010-07-24T05:48:14,2010-07-24T21:44:33,0.44,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-25,19.2,14.2,16.8,19.2,14.2,16.8,12.6,76.2,0.062,100,8.33,rain,0,0,31.2,22.7,246.6,1016.5,91.7,27.6,229.2,19.8,7,,2010-07-25T05:49:41,2010-07-25T21:43:07,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-26,19.4,14.3,17,19.4,14.3,17,13.9,82.9,4.573,100,8.33,rain,0,0,42.8,30,312,1013.8,82.6,21.5,241.6,20.9,6,,2010-07-26T05:51:10,2010-07-26T21:41:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-27,20.1,13.8,17.4,20.1,13.8,17.4,14,80.8,0,0,0,,0,0,32.8,17.7,234.9,1017,85.4,21.4,248.7,21.5,8,,2010-07-27T05:52:39,2010-07-27T21:40:07,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-28,20.2,16.3,18.4,20.2,16.3,18.4,14.6,79.6,4.55,100,8.33,rain,0,0,35.3,26.1,290.2,1015,68.9,25.1,311.7,27,8,,2010-07-28T05:54:09,2010-07-28T21:38:35,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-29,19.3,14.1,16.5,19.3,14.1,16.5,12.9,79.5,2.626,100,12.5,rain,0,0,42.8,27.9,308.4,1012.7,95.1,28.1,280.7,24.1,8,,2010-07-29T05:55:39,2010-07-29T21:37:00,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-30,21.1,13.8,17.5,21.1,13.8,17.5,11.8,70.5,0.707,100,8.33,rain,0,0,28.9,14.5,276.8,1014.1,39.7,30.2,307.4,26.6,8,,2010-07-30T05:57:11,2010-07-30T21:35:23,0.64,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-07-31,20,16.4,17.9,20,16.4,17.9,14.9,82.8,1.284,100,12.5,rain,0,0,37.4,25.1,206.9,1012.6,96.6,17.9,161.7,13.7,5,,2010-07-31T05:58:44,2010-07-31T21:33:44,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-01,21.6,16,18.6,21.6,16,18.6,14.3,76.8,0.087,100,4.17,rain,0,0,36.1,18.5,254.6,1012.9,74.6,26.8,210.6,18.2,7,,2010-08-01T06:00:17,2010-08-01T21:32:04,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-02,20.4,14.1,17.2,20.4,14.1,17.2,13.8,81.1,0.941,100,12.5,rain,0,0,26.7,15.3,287,1015.1,77.7,23.5,225.5,19.4,7,,2010-08-02T06:01:51,2010-08-02T21:30:21,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-03,20.5,13.3,17.2,20.5,13.3,17.2,12.2,74.2,0,0,0,,0,0,30.8,19.3,275.8,1015.4,58.8,28.3,302,26.1,8,,2010-08-03T06:03:25,2010-08-03T21:28:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-04,18.6,14.8,16.8,18.6,14.8,16.8,13.7,81.9,11.794,100,8.33,rain,0,0,42.1,28.6,215.9,1007.4,94,20.7,204.6,17.6,6,,2010-08-04T06:05:00,2010-08-04T21:26:51,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-05,19.1,12.3,15.8,19.1,12.3,15.8,11.7,77.1,2.889,100,8.33,rain,0,0,36,23.8,287.5,1009.1,63.9,29.8,269.4,23.2,7,,2010-08-05T06:06:36,2010-08-05T21:25:03,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-06,21.9,10.5,16.4,21.9,10.5,16.4,10.8,71.8,0.026,100,4.17,rain,0,0,31.1,13.7,204,1016.2,27.9,22.3,279.8,24.3,8,,2010-08-06T06:08:12,2010-08-06T21:23:13,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-07,18.8,15.8,17.2,18.8,15.8,17.2,14.3,83.4,7.651,100,8.33,rain,0,0,28.4,16.7,174.2,1016.4,99.2,15.8,128.7,11.3,4,,2010-08-07T06:09:49,2010-08-07T21:21:22,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-08,19.7,14.6,17.3,19.7,14.6,17.3,14.9,86,0.835,100,12.5,rain,0,0,35,23.6,312.2,1016.4,77.6,17.6,251.1,21.6,7,,2010-08-08T06:11:26,2010-08-08T21:19:30,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-09,21.6,14.9,18.1,21.6,14.9,18.1,13.1,73.9,0.084,100,4.17,rain,0,0,27.3,15.5,258.4,1016.9,68.5,26,272.8,23.6,8,,2010-08-09T06:13:03,2010-08-09T21:17:36,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-10,21.3,14.2,17.3,21.3,14.2,17.3,14.5,84,4.273,100,4.17,rain,0,0,48.1,28.4,197.4,1012.4,78.5,15.6,154.4,13.3,5,,2010-08-10T06:14:40,2010-08-10T21:15:40,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-11,19.8,13.2,17.5,19.8,13.2,17.5,12.9,75.8,4.714,100,8.33,rain,0,0,34.7,23.4,257.9,1011.9,59.6,25.4,211.2,18.1,7,,2010-08-11T06:16:18,2010-08-11T21:13:44,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-12,19.3,11.4,15,19.3,11.4,15,11.6,80.7,2.725,100,4.17,rain,0,0,37.3,22.4,241.2,1014.1,68.6,28.1,220.8,19,7,,2010-08-12T06:17:57,2010-08-12T21:11:45,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-13,19.3,11.7,15.4,19.3,11.7,15.4,11.5,78.6,0.161,100,12.5,rain,0,0,34.5,21,204,1016,53.5,23.6,246.7,21.4,7,,2010-08-13T06:19:35,2010-08-13T21:09:46,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-14,22.9,11.6,17.7,22.9,11.6,17.7,12.7,74.6,0.026,100,4.17,rain,0,0,27.3,22.8,58.8,1017.4,40,18.8,251.8,21.8,8,,2010-08-14T06:21:14,2010-08-14T21:07:45,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-15,19.9,16.4,17.7,19.9,16.4,17.7,13.9,78.4,0,0,0,,0,0,53.1,31.8,16.3,1015.7,80.5,22.4,153.7,13.2,5,,2010-08-15T06:22:52,2010-08-15T21:05:43,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-16,21.9,16.7,19.4,21.9,16.7,19.4,16.6,84.1,15.18,100,8.33,rain,0,0,46.4,23.3,14.6,1007.6,96.4,13,257.5,22.4,8,,2010-08-16T06:24:31,2010-08-16T21:03:40,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-17,17.7,15.8,16.6,17.7,15.8,16.6,14.9,89.7,2.284,100,16.67,rain,0,0,49.4,30.2,272.1,1007.6,100,13.4,164.3,14.2,6,,2010-08-17T06:26:10,2010-08-17T21:01:35,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-18,18.5,16.4,17.4,18.5,16.4,17.4,13.3,78.1,2.841,100,12.5,rain,0,0,52,33.6,254,1006,90.5,23.1,226.8,19.4,7,,2010-08-18T06:27:50,2010-08-18T20:59:30,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-19,20.2,14.3,17.3,20.2,14.3,17.3,12.4,73.5,0.232,100,4.17,rain,0,0,41.4,27.4,227.2,1013,60.3,27.1,253.4,21.9,7,,2010-08-19T06:29:29,2010-08-19T20:57:23,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-20,26.4,15.8,20.4,26.4,15.8,20.4,13.7,66.1,0,0,0,,0,0,38.9,26.4,199.1,1017.4,56.1,30.6,242.8,21,8,,2010-08-20T06:31:08,2010-08-20T20:55:16,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-21,23.7,17.7,20.6,23.7,17.7,20.6,17.2,81.2,0,0,0,,0,0,42.9,29.6,224.6,1020,60.7,28.2,243.7,21.2,7,,2010-08-21T06:32:48,2010-08-21T20:53:07,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-22,21.3,17.6,19.8,21.3,17.6,19.8,16.9,83.7,0,0,0,,0,0,38.1,26.9,237.5,1015,95.7,29.5,152.2,13,5,,2010-08-22T06:34:27,2010-08-22T20:50:58,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-23,20.4,17.4,18.8,20.4,17.4,18.8,16.4,86.2,26.484,100,8.33,rain,0,0,72.4,45.4,217.2,1001.1,93.3,16.3,192.1,16.7,7,,2010-08-23T06:36:06,2010-08-23T20:48:47,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-24,19.1,14.8,16.9,19.1,14.8,16.9,10.7,67.4,2.613,100,4.17,rain,0,0,71.7,46.9,250,1005.7,66.3,27.6,252.8,21.8,8,,2010-08-24T06:37:46,2010-08-24T20:46:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-25,19.5,14.6,16.6,19.5,14.6,16.6,11.6,72.8,1.299,100,4.17,rain,0,0,64.7,27.9,262.4,1013.9,66.8,27.7,167.6,14.5,7,,2010-08-25T06:39:25,2010-08-25T20:44:24,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-26,19.4,13.7,16,19.4,13.7,16,14.9,92.8,46.579,100,16.67,rain,0,0,43.1,28,98,1006.8,99.6,10,129,10.9,5,,2010-08-26T06:41:05,2010-08-26T20:42:11,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-27,17.2,12.8,15.2,17.2,12.8,15.2,12.7,85.5,13.063,100,16.67,rain,0,0,46,26.7,357.2,1005.1,94.9,19.9,132.2,11.5,4,,2010-08-27T06:42:44,2010-08-27T20:39:58,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-28,17.3,10.6,14.1,17.3,10.6,14.1,10.1,77.6,2.051,100,8.33,rain,0,0,45.4,30.8,282.4,1015.7,74.1,32.1,215.5,18.6,7,,2010-08-28T06:44:24,2010-08-28T20:37:43,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-29,16,10.3,13.4,16,10.3,13.4,10.4,81.8,9.317,100,16.67,rain,0,0,73.2,40.3,263.7,1010.1,88.3,24.2,104.6,9,3,,2010-08-29T06:46:03,2010-08-29T20:35:28,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-30,17.5,11.4,14.8,17.5,11.4,14.8,10.2,74.1,15.134,100,16.67,rain,0,0,78.6,38.4,343.7,1013.9,62.7,21.4,208.4,17.9,6,,2010-08-30T06:47:43,2010-08-30T20:33:13,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-08-31,17.3,7.9,13.3,17.3,7.9,13.3,9.4,78.1,0,0,0,,0,0,34,17.2,335.8,1023.9,43.7,29.3,229.9,19.7,7,,2010-08-31T06:49:22,2010-08-31T20:30:56,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-01,17.6,8.4,13,17.6,8.4,13,9.5,80.4,0,0,0,,0,0,20.5,10.3,12.6,1021.9,68.8,27.7,226.3,19.5,7,,2010-09-01T06:51:02,2010-09-01T20:28:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-02,17.2,8.3,13,17.2,8.3,13,10.5,85.3,2.525,100,4.17,rain,0,0,20.9,10.5,355.3,1021.1,59.1,20.2,145.1,12.6,5,,2010-09-02T06:52:41,2010-09-02T20:26:22,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-03,18.1,7.8,13.6,18.1,6.9,13.6,10.8,84.4,0.041,100,4.17,rain,0,0,27.3,16.3,323.9,1021.6,49.8,19.9,208.1,18.1,7,,2010-09-03T06:54:20,2010-09-03T20:24:04,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-04,17.9,9,13.9,17.9,8.6,13.9,9.7,77,0,0,0,,0,0,25.5,16.1,29,1022.1,40.2,28.1,236.4,20.5,7,,2010-09-04T06:56:00,2010-09-04T20:21:46,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-05,18.3,8.5,13.6,18.3,7.4,13.4,8.5,73,0,0,0,,0,0,31.9,20.3,78.2,1022.8,11.6,33,230.6,19.8,7,,2010-09-05T06:57:39,2010-09-05T20:19:27,0.9,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-06,20.2,10.3,15.1,20.2,10.3,15.1,8.2,65,0,0,0,,0,0,52.8,34.3,97.8,1016.4,16.4,32.9,221.7,19.3,7,,2010-09-06T06:59:18,2010-09-06T20:17:07,0.93,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-07,14.7,11,12.9,14.7,11,12.9,9.7,81.9,12.96,100,8.33,rain,0,0,50.1,29,114.5,1005.5,99.8,18.1,81.6,7.1,3,,2010-09-07T07:00:58,2010-09-07T20:14:48,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-08,20.4,12.2,14.7,20.4,12.2,14.7,13,89.8,3.425,100,8.33,rain,0,0,35.9,22.3,88.9,1002,94.2,11.3,119.9,10.3,5,,2010-09-08T07:02:37,2010-09-08T20:12:28,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-09,19.6,13.9,16.4,19.6,13.9,16.4,13.8,85.1,2.526,100,8.33,rain,0,0,30.7,20.1,279.7,1011.6,76.7,13.4,189.2,16.3,6,,2010-09-09T07:04:16,2010-09-09T20:10:07,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-10,18.2,12.6,15.5,18.2,12.6,15.5,14.1,91.3,1.741,100,8.33,rain,0,0,40.9,23.4,211.6,1018.6,86.5,10.2,111.7,9.8,4,,2010-09-10T07:05:56,2010-09-10T20:07:46,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-11,22,14.6,17.8,22,14.6,17.8,14.2,80.1,1.036,100,4.17,rain,0,0,42.7,27.9,206.6,1016.9,59.8,20.4,175.8,15.3,6,,2010-09-11T07:07:35,2010-09-11T20:05:25,0.1,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-12,18.3,12,16.1,18.3,12,16.1,13.4,84.5,1.716,100,8.33,rain,0,0,32.5,22.7,263.3,1019.4,85.7,23.8,131.7,11.2,5,,2010-09-12T07:09:14,2010-09-12T20:03:04,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-13,18.7,10.4,14.8,18.7,10.4,14.8,10.6,77.4,0.026,100,4.17,rain,0,0,44.3,29.1,239.6,1024.1,70.7,23.2,149.5,12.9,5,,2010-09-13T07:10:54,2010-09-13T20:00:43,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-14,17.4,13.6,16.4,17.4,13.6,16.4,14.9,91,13.775,100,16.67,rain,0,0,64.9,40.4,236.4,1014.6,100,7.7,56.6,5,2,,2010-09-14T07:12:33,2010-09-14T19:58:21,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-15,15.8,11.9,14.2,15.8,11.9,14.2,8.5,69.5,3.694,100,8.33,rain,0,0,64.9,41.6,255.7,1007.7,67.1,22.6,201.5,17.6,6,,2010-09-15T07:14:13,2010-09-15T19:55:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-16,15.5,9.3,12.6,15.5,7.4,12.3,9.3,80.5,10.986,100,12.5,rain,0,0,57.2,35.1,260.2,1007.7,80.4,26.4,153,13.3,5,,2010-09-16T07:15:52,2010-09-16T19:53:37,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-17,14.6,9,11.8,14.6,7.4,11.6,8.4,80.4,8.778,100,16.67,rain,0,0,45.2,30,277,1012.2,83.2,24.8,156.5,13.5,5,,2010-09-17T07:17:32,2010-09-17T19:51:15,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-18,15.4,9,12,15.4,7.5,11.6,6.7,70.8,1.133,100,8.33,rain,0,0,36.1,25.8,269.6,1017.3,66.5,32.5,177.7,15.3,6,,2010-09-18T07:19:11,2010-09-18T19:48:53,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-09-19,15.7,9.8,13.4,15.7,8.4,13.3,10,80.2,0.541,100,12.5,rain,0,0,53.5,32.7,220,1015.4,97.1,23.5,115.7,10,4,,2010-09-19T07:20:51,2010-09-19T19:46:31,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
