name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Amsterdam, Noord-Holland, Nederland",2009-12-10,10.3,9.2,9.6,10.3,5.9,7.7,8.2,91.3,6.901,100,16.67,rain,0,0,52.6,33,294,1021.2,98.3,11.8,,,,,2009-12-10T08:39:20,2009-12-10T16:26:56,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-11,9.1,4.7,7.4,6.7,2.6,4.9,5.5,87.5,0.431,100,8.33,rain,0,0,44.1,24,5,1028.7,86.2,20.9,,,,,2009-12-11T08:40:24,2009-12-11T16:26:48,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-12,6.2,3.6,4.5,3.9,-0.9,1.1,1.7,82.1,0.041,100,4.17,rain,0,0,44.8,25.6,35.9,1029.8,70.8,29.5,,,,,2009-12-12T08:41:25,2009-12-12T16:26:44,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-13,3.4,-0.6,1.5,0.3,-3,-1.8,-0.9,84.4,0,0,0,,0,0,37.1,22.9,48.2,1026.8,65.1,28.1,,,,,2009-12-13T08:42:23,2009-12-13T16:26:43,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-14,-0.3,-4.3,-2.3,-2.7,-7.6,-5.3,-3.5,91.2,0,0,0,,0,0,22.6,13.1,91.1,1023.5,50.7,9.2,,,,,2009-12-14T08:43:18,2009-12-14T16:26:46,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-15,1.6,-5,-2.7,1.6,-8.8,-4.8,-4.7,86,0.15,100,8.33,"rain,snow",0,0,28.8,11.1,84.6,1020.6,20.2,11.9,,,,,2009-12-15T08:44:10,2009-12-15T16:26:53,0.96,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-16,1.9,-5,-0.9,-2.8,-7.2,-4.7,-3,85.8,0,0,0,"rain,snow",2.6,0.8,34.2,23.2,197.3,1011.5,67.8,10.5,,,,,2009-12-16T08:44:59,2009-12-16T16:27:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-17,0.6,-1.2,-0.1,-3.9,-7,-5.2,-0.8,95.3,0.676,100,12.5,"rain,snow",1.5,3.3,41.4,26.8,158.2,1005.4,99.3,4.3,,,,,2009-12-17T08:45:45,2009-12-17T16:27:16,0.03,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-18,-0.4,-4.7,-2.4,-4.5,-10.3,-7.3,-4.1,87.8,0.92,100,8.33,"rain,snow",0,1.7,40.9,21.9,46.8,1011.8,60.8,18.8,,,,,2009-12-18T08:46:28,2009-12-18T16:27:34,0.06,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-19,-2.3,-8.4,-5.9,-8.1,-12.8,-11.3,-9.8,74,0.013,100,4.17,snow,1.8,0.8,46.8,24.6,142,1009.5,90.5,27.7,,,,,2009-12-19T08:47:08,2009-12-19T16:27:54,0.1,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-20,2.4,-4.6,-1.1,-1.4,-12.2,-7.2,-3,87.7,3.883,100,16.67,"rain,snow",4.2,3.9,51.4,35.3,203.7,995.2,90.1,14.5,,,,,2009-12-20T08:47:44,2009-12-20T16:28:19,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-21,1.6,-4.4,-1.4,-2.7,-10.5,-6.9,-2.8,90.2,1.493,100,16.67,"rain,snow",3.1,8.1,52.9,28.9,173.4,994.6,73.4,15,,,,,2009-12-21T08:48:17,2009-12-21T16:28:46,0.16,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-22,2,-0.7,0.7,0.3,-5.4,-3.4,-0.2,94.1,1.722,100,12.5,"rain,snow",0.7,9.2,41.5,27.2,187.3,985.7,82.3,6.1,,,,,2009-12-22T08:48:46,2009-12-22T16:29:17,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-23,0.9,-1.2,0.1,-4,-6.5,-5.1,-0.5,95.8,0.021,100,4.17,"rain,snow",0,6.9,37.8,26.5,182.5,993.7,62.3,5.4,,,,,2009-12-23T08:49:12,2009-12-23T16:29:52,0.23,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-24,1.5,-1.9,-0.2,-1,-7.1,-4.7,-1.2,92.8,0,0,0,,0,6,29.7,19.6,119.8,991.5,56.7,8.1,,,,,2009-12-24T08:49:35,2009-12-24T16:30:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-25,4.5,0.2,2.4,-0.3,-5.6,-2.7,1.3,93,9.888,100,16.67,"rain,snow",0,4.9,56.2,38,297.5,990.3,98.2,9.3,,,,,2009-12-25T08:49:54,2009-12-25T16:31:11,0.29,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-26,5.7,2.6,4,1.5,-2.2,-0.5,2.4,89.7,0.854,100,4.17,rain,0,1.1,49,28.5,204.4,1002.6,67.4,18.3,,,,,2009-12-26T08:50:10,2009-12-26T16:31:56,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-27,5.4,3.4,4.4,1,-1.5,-0.3,2.8,89.4,3.381,100,8.33,rain,0,0.1,49.1,38.4,212.4,997.6,81.5,18.2,,,,,2009-12-27T08:50:22,2009-12-27T16:32:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-28,7.1,-2,3.6,6.6,-4.9,1.1,1.1,84.8,1.117,100,4.17,rain,0,0,56.1,30.5,287.3,1002.9,55.9,21.3,,,,,2009-12-28T08:50:31,2009-12-28T16:33:35,0.39,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-29,1,-1.1,0.3,-3.1,-5.9,-4.4,-0.5,94.2,0.035,100,8.33,"rain,snow",3.2,1,35.5,23.7,78.2,999.5,59.6,6.8,,,,,2009-12-29T08:50:36,2009-12-29T16:34:29,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-30,0.5,-0.2,0.2,-4.5,-6.5,-5.5,-0.3,96.6,2.75,100,8.33,"rain,snow",1.9,4.6,46.5,29.8,58.4,993.4,100,4.5,,,,,2009-12-30T08:50:37,2009-12-30T16:35:26,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2009-12-31,0.8,-0.2,0.3,-4.7,-6.1,-5.4,-1.4,88.4,0,0,0,,0,4.5,45,31.7,44.7,997.1,100,18.4,,,,,2009-12-31T08:50:35,2009-12-31T16:36:27,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-01,0.6,-6.3,-1.3,-4.2,-7.6,-5.7,-4,82.2,0,0,0,,0,3.1,52.3,27.6,29,1002.1,44.1,24.1,43.9,3.7,2,,2010-01-01T08:50:30,2010-01-01T16:37:30,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-02,1.2,-5.9,-1.2,-2.8,-9,-5.4,-1.8,95.2,1.366,100,12.5,"rain,snow",0,3,31.8,24.2,196.5,1013,90.3,9.3,18.7,1.7,1,,2010-01-02T08:50:21,2010-01-02T16:38:36,0.56,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-03,-1.4,-7.5,-4.2,-2.8,-11.1,-7.4,-5.4,91.1,0.958,100,12.5,"rain,snow",0,2.6,40.6,25.9,22.8,1021.6,48.8,10.2,33.9,2.9,2,,2010-01-03T08:50:09,2010-01-03T16:39:44,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-04,0.6,-4.6,-1.7,-3.5,-9.5,-6.2,-2.4,95.3,0.394,100,8.33,"rain,snow",0,1.2,31.2,20.5,192.3,1016.3,95.4,4.6,21.3,1.8,1,,2010-01-04T08:49:53,2010-01-04T16:40:56,0.63,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-05,1.7,-1.9,0,-2.1,-5.8,-4,-0.7,95.3,1.301,100,12.5,"rain,snow",0,0.9,28.2,19.2,197.1,1005.4,82.1,8.8,21.1,1.8,1,,2010-01-05T08:49:34,2010-01-05T16:42:10,0.66,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-06,0,-5.2,-2.6,-4.2,-9,-6.9,-3.5,94,0.621,100,4.17,"rain,snow",3.2,1.2,28.2,18.9,187.8,1003.4,67,4.7,30.8,2.6,2,,2010-01-06T08:49:11,2010-01-06T16:43:27,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-07,-3,-8.4,-4.9,-6.5,-11.2,-8.3,-5.8,93.4,0.031,100,4.17,snow,1.9,4.9,23.2,15.6,160.5,1009.8,71.3,4.1,38.2,3.1,2,,2010-01-07T08:48:45,2010-01-07T16:44:46,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-08,-3.4,-12.2,-6.4,-8.6,-16.3,-10.9,-7.2,93.6,0.068,100,4.17,snow,0.6,5.4,36,21.3,39.4,1021.3,71.5,4.1,39,3.4,2,,2010-01-08T08:48:16,2010-01-08T16:46:07,0.76,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-09,-0.5,-4.5,-2.1,-7.7,-12.3,-9.6,-3.8,88,3.042,100,12.5,"rain,snow",0.4,5.9,63.2,40.8,35.8,1020.7,84.7,14.1,22.1,1.7,1,,2010-01-09T08:47:43,2010-01-09T16:47:31,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-10,0.2,-0.7,-0.2,-4.6,-7.8,-6.1,-1.1,94.2,3.606,100,16.67,"rain,snow",1.2,6.3,62.5,34.5,47.5,1017.2,100,12.1,30,2.5,1,,2010-01-10T08:47:07,2010-01-10T16:48:57,0.83,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-11,0.3,-0.5,-0.2,-3.2,-6.2,-4.7,-1.8,89.5,0.264,100,4.17,"rain,snow",0.7,7.7,34.2,23.6,50.1,1019.6,100,16.1,30.9,2.6,2,,2010-01-11T08:46:28,2010-01-11T16:50:25,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-12,-0.6,-2.5,-1.4,-0.8,-8.7,-5.3,-2.9,89.5,0.211,100,4.17,"rain,snow",0,7.6,39.6,22,93.2,1014.5,92.2,6.5,45.3,3.8,2,,2010-01-12T08:45:46,2010-01-12T16:51:55,0.9,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-13,-1.7,-5.3,-3.6,-7,-12.5,-9.9,-6.1,82.9,0.375,100,12.5,snow,0,6.9,42.2,25.7,96.3,1005,68.4,7.1,29.4,2.5,1,,2010-01-13T08:45:00,2010-01-13T16:53:27,0.94,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-14,3.2,-2.4,0.2,1,-6.7,-3.3,-0.7,93.7,0.088,100,8.33,"rain,snow",0,6.6,28.8,17,106.9,1007.8,59,4.1,43.3,3.7,2,,2010-01-14T08:44:12,2010-01-14T16:55:01,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-15,1.8,-1.5,1,-0.9,-5.4,-2.2,0.1,93.6,0,0,0,,0,5.5,21.6,14.1,133.5,1020.1,96.5,4.2,44,3.7,2,,2010-01-15T08:43:20,2010-01-15T16:56:36,0,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-16,1.6,0.3,1.1,-3.2,-5.2,-4.2,0.2,93.3,2.229,100,8.33,"rain,snow",0,3.2,45.1,30.5,142.2,1015,89.5,5.1,19.8,1.7,1,,2010-01-16T08:42:26,2010-01-16T16:58:13,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-17,6.1,0.8,3.6,2.1,-3.8,0.4,3,96,2.618,100,12.5,"rain,snow",0,0.3,40.6,24.6,256.7,1012.4,89.9,6.3,32.3,2.7,2,,2010-01-17T08:41:28,2010-01-17T16:59:52,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-18,5.3,0.8,3.7,2.7,-2.4,0.2,3.5,98.3,0,0,0,,0,0,32.6,23.2,227,1023.5,82.7,3.1,9.7,0.8,1,,2010-01-18T08:40:28,2010-01-18T17:01:32,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-19,5.3,1.5,4,3.5,-2.6,1.5,3.8,98.4,0.662,100,8.33,rain,0,0,28.2,16.6,329.5,1022.9,97.8,4.2,22.4,1.9,1,,2010-01-19T08:39:25,2010-01-19T17:03:14,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-20,3.9,1,1.9,-0.1,-3.4,-2.1,1.3,95.9,0.225,100,4.17,"rain,snow",0,0,34.4,22.6,77.4,1016,87.2,3.9,48,4.3,2,,2010-01-20T08:38:19,2010-01-20T17:04:57,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-21,3.2,1.5,2.3,0,-1.9,-1.2,1,91.4,0,0,0,,0,0,32,15.7,87.1,1021,100,7.2,47.6,4.1,2,,2010-01-21T08:37:10,2010-01-21T17:06:41,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-22,4.5,1.1,2.1,0.7,-3.8,-1.9,0.7,90.6,0,0,0,,0,0,33.1,20.6,117.1,1023.8,76.7,5.2,48.1,4,3,,2010-01-22T08:35:59,2010-01-22T17:08:26,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-23,2.4,-0.1,1.4,-1.4,-3.8,-2.6,0.3,92.5,1.104,100,8.33,"rain,snow",2.6,0.8,30.6,17.5,119.8,1022.5,98.3,4.8,33,3,2,,2010-01-23T08:34:45,2010-01-23T17:10:12,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-24,-0.1,-0.8,-0.5,-0.1,-4.8,-3,-0.7,98,3.543,100,8.33,"rain,snow",1.5,3.8,22,14.3,96.8,1023.6,100,2.4,26.2,2.4,1,,2010-01-24T08:33:28,2010-01-24T17:11:59,0.31,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-25,-1,-6.6,-3,-1,-11.4,-6.8,-4.2,91.3,0.026,100,4.17,"rain,snow",0,3.8,34.9,14.3,30,1030.5,86.8,3,45.1,3.9,2,,2010-01-25T08:32:09,2010-01-25T17:13:47,0.34,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-26,-4.4,-9,-7.1,-9.6,-15.6,-12.4,-9.6,82.6,0,0,0,,0,3.1,26.7,17.3,49.2,1040.5,10.1,5.1,73.8,6.4,3,,2010-01-26T08:30:48,2010-01-26T17:15:36,0.37,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-27,4.7,-10.2,-2.2,0.5,-12.9,-6.3,-3.9,88.1,1.109,100,4.17,rain,0,2.4,54.8,34,236.8,1027,79.2,5.3,27.3,2.3,1,,2010-01-27T08:29:24,2010-01-27T17:17:26,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-28,4.8,2.4,3.6,0.1,-1.9,-0.8,1.2,84.4,1.767,100,12.5,rain,0,0.2,49,29.1,305,1006.4,83.3,15.7,41.7,3.6,2,,2010-01-28T08:27:58,2010-01-28T17:19:16,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-29,4.5,-0.2,2.5,0.2,-3.8,-1.8,1.2,91.2,7.467,100,12.5,"rain,snow",2.4,0.8,42.8,26.4,286.7,988.3,81.7,19,11.5,1,1,,2010-01-29T08:26:29,2010-01-29T17:21:07,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-30,2.1,-2.4,0,-1.5,-6.3,-3.5,-0.8,94.4,3.916,100,12.5,"rain,snow",1.5,3.5,49.9,17.7,299.7,993.3,74,16.2,58.1,5,3,,2010-01-30T08:24:59,2010-01-30T17:22:59,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-01-31,2.7,0,1.8,-1.5,-4.3,-2.8,-1,81.7,1.525,100,4.17,"rain,snow",1.2,3.5,50.3,24.3,266,1001.7,69.5,23.8,69,6,3,,2010-01-31T08:23:26,2010-01-31T17:24:50,0.54,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-01,2.8,-2.7,0.6,-0.4,-6.9,-3.3,-0.9,90,1.926,100,8.33,"rain,snow",0.7,4,41.3,19.8,261,1007.5,70,18.1,41,3.5,2,,2010-02-01T08:21:51,2010-02-01T17:26:43,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-02,5.5,-0.3,2.8,0.8,-4.8,-2.2,2,94.6,8.168,100,12.5,rain,0,1.1,53.3,35.6,229.6,1004.3,93.8,10.4,9,0.7,0,,2010-02-02T08:20:14,2010-02-02T17:28:36,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-03,5.2,0.4,2.4,1,-2.9,-1.3,0.7,88.7,3.286,100,4.17,"rain,snow",0,0.1,40.4,26.7,260.5,1007.6,55.9,19.1,71.4,6.3,3,,2010-02-03T08:18:36,2010-02-03T17:30:29,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-04,7.9,1.7,5.6,5.7,-2.5,2.5,4.8,94.2,0.352,100,8.33,"rain,snow",0,0,38.4,23.9,180.7,1009.4,88.5,7.3,31.9,2.8,2,,2010-02-04T08:16:55,2010-02-04T17:32:22,0.67,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-05,6,2.4,4.1,3.4,-2.2,0.6,3.4,95.3,1.055,100,12.5,rain,0,0,34.1,20.7,132.5,1004.8,89.8,6.3,19.5,1.7,1,,2010-02-05T08:15:12,2010-02-05T17:34:16,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-06,4.7,1.2,2.6,2.3,-2.6,0.2,2.5,99.3,0,0,0,,0,0,28.5,19.7,55.8,1013.6,99.9,1.1,59,4.9,3,,2010-02-06T08:13:28,2010-02-06T17:36:09,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-07,1.4,0.1,0.8,-0.9,-4.2,-2.4,0.1,95.1,0.028,100,4.17,"rain,snow",0,0,28.2,16.9,59.1,1021.5,100,2.3,52.3,4.5,3,,2010-02-07T08:11:42,2010-02-07T17:38:03,0.78,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-08,-0.1,-4.6,-3.2,-4.4,-11.3,-9.1,-4.6,89.6,0,0,0,,0,0,37.8,23.9,65.9,1013.7,99.6,3.6,79,6.8,4,,2010-02-08T08:09:54,2010-02-08T17:39:57,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-09,-1.5,-4.5,-3.1,-2,-11.6,-8.6,-6,80.4,0,0,0,,0,0,38.4,26.2,42.6,1009.6,95,10.7,83.2,7.2,4,,2010-02-09T08:08:05,2010-02-09T17:41:51,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-10,-0.7,-5.7,-2.6,-2.9,-11.4,-7.9,-4.6,86.3,0.959,100,12.5,"rain,snow",0.6,0.2,52.4,34.5,33.9,1012.4,89.5,11.3,46.2,3.9,2,,2010-02-10T08:06:13,2010-02-10T17:43:45,0.88,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam, Noord-Holland, Nederland",2010-02-11,-0.7,-3.8,-1.8,-7,-9.5,-8.3,-4.6,81.4,1.159,100,12.5,"rain,snow",0.4,0.8,52.4,33.5,32.4,1017.9,68.8,20.5,80.8,6.8,3,,2010-02-11T08:04:21,2010-02-11T17:45:39,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
